valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
Juzgado Primero Promiscuo Municipal de Istmina Chocó,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ISTMINA CHOCO,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ISTMINA CHOCO,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ISTMINA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27810,UNIÓN PANAMERICANA,CHOCÓ,41.5,15676,SAN MIGUEL DE SEMA,BOYACÁ,40.62,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,39.44,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ISTMINA CHOCO,CHOCO,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ISTMINA,JUZGADO PRIMERO PROMISCUO ISTMINA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,27430,MEDIO BAUDÓ,CHOCÓ,48.91,MEDIO BAUDO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,47.06,SAN PEDRO MILAGROS,27450,MEDIO SAN JUAN,CHOCÓ,46.3,MEDIO SAN JUAN
Juzgado Promiscuo Municipal De El Colegio Cundinamarca,JUZGADO PROMISCUO MUNICIPAL DE EL COLEGIO CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE EL COLEGIO CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE EL COLEGIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,51.52,25245,EL COLEGIO,CUNDINAMARCA,43.22,5686,SANTA ROSA DE OSOS,ANTIOQUIA,40.68,JUZGADO PROMISCUO MUNICIPAL DE EL COLEGIO CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE EL COLEGIO,JUZGADO PROMISCUO COLEGIO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,58.0,SAN JUAN DE RIOSECO,25245,EL COLEGIO,CUNDINAMARCA,53.71,EL COLEGIO,86573,PUERTO LEGUÍZAMO,PUTUMAYO,53.66,PUERTO LEGUIZAMO
Juzgado Promiscuo Municipal De Marmato Caldas,JUZGADO PROMISCUO MUNICIPAL DE MARMATO CALDAS,JUZGADO PROMISCUO MUNICIPAL DE MARMATO CALDAS,JUZGADO PROMISCUO MUNICIPAL DE MARMATO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27245,EL CARMEN DE ATRATO,CHOCÓ,45.61,52694,SAN PEDRO DE CARTAGO,NARIÑO,44.83,15676,SAN MIGUEL DE SEMA,BOYACÁ,42.86,JUZGADO PROMISCUO MUNICIPAL DE MARMATO CALDAS,CALDAS,JUZGADO PROMISCUO MUNICIPAL DE MARMATO,JUZGADO PROMISCUO MARMATO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,17442,MARMATO,CALDAS,51.75,MARMATO,50590,PUERTO RICO,META,50.0,PUERTO RICO,27425,MEDIO ATRATO,CHOCÓ,48.65,MEDIO ATRATO
Juzgado Promiscuo Municipal El Rosario Nariño,JUZGADO PROMISCUO MUNICIPAL EL ROSARIO NARINO,JUZGADO PROMISCUO MUNICIPAL EL ROSARIO NARINO,JUZGADO PROMISCUO MUNICIPAL EL ROSARIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13030,ALTOS DEL ROSARIO,BOLÍVAR,47.27,52256,EL ROSARIO,NARIÑO,45.67,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,43.64,JUZGADO PROMISCUO MUNICIPAL EL ROSARIO NARINO,NARINO,JUZGADO PROMISCUO MUNICIPAL EL ROSARIO,JUZGADO PROMISCUO ROSARIO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,52001,PASTO,NARIÑO,59.28,SAN JUAN PASTO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,58.54,SAN JUAN RIOSECO,13030,ALTOS DEL ROSARIO,BOLÍVAR,57.89,ALTOS ROSARIO
Juzgado Promiscuo Municipal Orito Putumayo,JUZGADO PROMISCUO MUNICIPAL ORITO PUTUMAYO,JUZGADO PROMISCUO MUNICIPAL ORITO PUTUMAYO,JUZGADO PROMISCUO MUNICIPAL ORITO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13030,ALTOS DEL ROSARIO,BOLÍVAR,40.0,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,40.0,52256,EL ROSARIO,NARIÑO,37.21,JUZGADO PROMISCUO MUNICIPAL ORITO PUTUMAYO,PUTUMAYO,JUZGADO PROMISCUO MUNICIPAL ORITO,JUZGADO PROMISCUO ORITO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,20614,RÍO DE ORO,CESAR,54.55,RIO DE ORO,50590,PUERTO RICO,META,52.94,PUERTO RICO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,51.28,SAN JUAN RIOSECO
Juzgado Promiscuo Municipal San Luis de Palenque Casanare,JUZGADO PROMISCUO MUNICIPAL SAN LUIS DE PALENQUE CASANARE,JUZGADO PROMISCUO MUNICIPAL SAN LUIS DE PALENQUE CASANARE,JUZGADO PROMISCUO MUNICIPAL SAN LUIS DE PALENQUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,85325,SAN LUIS DE PALENQUE,CASANARE,62.82,15667,SAN LUIS DE GACENO,BOYACÁ,45.45,70742,SAN LUIS DE SINCÉ,SUCRE,40.0,JUZGADO PROMISCUO MUNICIPAL SAN LUIS DE PALENQUE CASANARE,CASANARE,JUZGADO PROMISCUO MUNICIPAL SAN LUIS DE PALENQUE,JUZGADO PROMISCUO SAN LUIS PALENQUE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,85325,SAN LUIS DE PALENQUE,CASANARE,77.09,SAN LUIS DE PALENQUE,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,55.56,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,55.56,SAN JUAN DE RIOSECO
Juzgado Promiscuo Municipal de Becerril Cesar,JUZGADO PROMISCUO MUNICIPAL DE BECERRIL CESAR,JUZGADO PROMISCUO MUNICIPAL DE BECERRIL CESAR,JUZGADO PROMISCUO MUNICIPAL DE BECERRIL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66682,SANTA ROSA DE CABAL,RISARALDA,41.38,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,40.62,15693,SANTA ROSA DE VITERBO,BOYACÁ,40.0,JUZGADO PROMISCUO MUNICIPAL DE BECERRIL CESAR,CESAR,JUZGADO PROMISCUO MUNICIPAL DE BECERRIL,JUZGADO PROMISCUO BECERRIL,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,20045,BECERRIL,CESAR,55.06,BECERRIL,05579,PUERTO BERRÍO,ANTIOQUIA,51.28,PUERTO BERRIO,20570,PUEBLO BELLO,CESAR,50.11,PUEBLO BELLO
Juzgado Promiscuo Municipal de Cabrera Cundinamarca,JUZGADO PROMISCUO MUNICIPAL DE CABRERA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE CABRERA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE CABRERA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66682,SANTA ROSA DE CABAL,RISARALDA,49.12,25154,CARMEN DE CARUPA,CUNDINAMARCA,48.44,52694,SAN PEDRO DE CARTAGO,NARIÑO,44.83,JUZGADO PROMISCUO MUNICIPAL DE CABRERA CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE CABRERA,JUZGADO PROMISCUO CABRERA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,58.0,SAN JUAN DE RIOSECO,52694,SAN PEDRO DE CARTAGO,NARIÑO,52.38,SAN PEDRO CARTAGO,27430,MEDIO BAUDÓ,CHOCÓ,50.0,MEDIO BAUDO
Juzgado Promiscuo Municipal de Guachené Cauca,JUZGADO PROMISCUO MUNICIPAL DE GUACHENE CAUCA,JUZGADO PROMISCUO MUNICIPAL DE GUACHENE CAUCA,JUZGADO PROMISCUO MUNICIPAL DE GUACHENE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,43.75,15667,SAN LUIS DE GACENO,BOYACÁ,42.11,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,39.34,JUZGADO PROMISCUO MUNICIPAL DE GUACHENE CAUCA,CAUCA,JUZGADO PROMISCUO MUNICIPAL DE GUACHENE,JUZGADO PROMISCUO GUACHENE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,19300,GUACHENÉ,CAUCA,55.06,GUACHENE,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.89,SAN JUAN DE RIOSECO,23189,CIÉNAGA DE ORO,CÓRDOBA,45.0,CIENAGA DE ORO
Juzgado Promiscuo Municipal de Mercaderes Cauca,JUZGADO PROMISCUO MUNICIPAL DE MERCADERES CAUCA,JUZGADO PROMISCUO MUNICIPAL DE MERCADERES CAUCA,JUZGADO PROMISCUO MUNICIPAL DE MERCADERES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19450,MERCADERES,CAUCA,43.22,15676,SAN MIGUEL DE SEMA,BOYACÁ,40.68,66682,SANTA ROSA DE CABAL,RISARALDA,40.0,JUZGADO PROMISCUO MUNICIPAL DE MERCADERES CAUCA,CAUCA,JUZGADO PROMISCUO MUNICIPAL DE MERCADERES,JUZGADO PROMISCUO MERCADERES,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,19450,MERCADERES,CAUCA,60.63,MERCADERES,27430,MEDIO BAUDÓ,CHOCÓ,46.15,MEDIO BAUDO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,45.28,SAN PEDRO DE LOS MILAGROS
Juzgado Promiscuo Municipal de Moñitos Córdoba,JUZGADO PROMISCUO MUNICIPAL DE MONITOS CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE MONITOS CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE MONITOS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,48.44,15693,SANTA ROSA DE VITERBO,BOYACÁ,44.07,23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,43.34,JUZGADO PROMISCUO MUNICIPAL DE MONITOS CORDOBA,CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE MONITOS,JUZGADO PROMISCUO MONITOS,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,23500,MOÑITOS,CÓRDOBA,51.75,MONITOS,50686,SAN JUANITO,META,50.0,SAN JUANITO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.78,SAN JUAN RIOSECO
Juzgado Promiscuo Municipal de Timbiquí Cauca,JUZGADO PROMISCUO MUNICIPAL DE TIMBIQUI CAUCA,JUZGADO PROMISCUO MUNICIPAL DE TIMBIQUI CAUCA,JUZGADO PROMISCUO MUNICIPAL DE TIMBIQUI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,41.38,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,40.0,15693,SANTA ROSA DE VITERBO,BOYACÁ,40.0,JUZGADO PROMISCUO MUNICIPAL DE TIMBIQUI CAUCA,CAUCA,JUZGADO PROMISCUO MUNICIPAL DE TIMBIQUI,JUZGADO PROMISCUO TIMBIQUI,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,19809,TIMBIQUÍ,CAUCA,55.06,TIMBIQUI,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,47.62,SAN JUAN RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,44.44,SAN JUAN NEPOMUCENO
Juzgado Promiscuo Municipal de la Unión Valle,JUZGADO PROMISCUO MUNICIPAL DE LA UNION VALLE,JUZGADO PROMISCUO MUNICIPAL DE LA UNION VALLE,JUZGADO PROMISCUO MUNICIPAL DE LA UNION VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,48.57,15332,GÜICÁN DE LA SIERRA,BOYACÁ,40.62,66682,SANTA ROSA DE CABAL,RISARALDA,40.62,JUZGADO PROMISCUO MUNICIPAL DE LA UNION VALLE,VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE LA UNION,JUZGADO PROMISCUO UNION,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,56.41,SAN JUAN RIOSECO,76400,LA UNIÓN,VALLE DEL CAUCA,53.16,LA UNION,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,52.38,SAN JUAN NEPOMUCENO
Juzgado Quinto Civil Municipal de Tuluá Valle del Cauca,JUZGADO QUINTO CIVIL MUNICIPAL DE TULUA VALLE DEL CAUCA,JUZGADO QUINTO CIVIL MUNICIPAL DE TULUA VALLE DEL CAUCA,JUZGADO QUINTO CIVIL MUNICIPAL DE TULUA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,43.08,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,41.93,70702,SAN JUAN DE BETULIA,SUCRE,41.38,JUZGADO QUINTO CIVIL MUNICIPAL DE TULUA VALLE DEL CAUCA,VALLE DEL CAUCA,JUZGADO QUINTO CIVIL MUNICIPAL DE TULUA,JUZGADO QUINTO CIVIL TULUA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13655,SAN JACINTO DEL CAUCA,BOLÍVAR,46.81,SAN JACINTO DEL CAUCA,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,44.9,EL LITORAL DEL SAN JUAN,13654,SAN JACINTO,BOLÍVAR,43.24,SAN JACINTO
Juzgado Segundo Civil Municipal de Garzón Huila,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GARZON HUILA,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GARZON HUILA,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GARZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50680,SAN CARLOS DE GUAROA,META,42.62,27245,EL CARMEN DE ATRATO,CHOCÓ,40.0,27660,SAN JOSÉ DEL PALMAR,CHOCÓ,40.0,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GARZON HUILA,HUILA,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GARZON,JUZGADO SEGUNDO CIVIL GARZON,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,50680,SAN CARLOS DE GUAROA,META,48.89,SAN CARLOS GUAROA,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,47.83,SAN PEDRO MILAGROS,44650,SAN JUAN DEL CESAR,LA GUAJIRA,47.62,SAN JUAN CESAR
Juzgado Segundo Promiscuo Municipal De La Dorada Caldas,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA DORADA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA DORADA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA DORADA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15332,GÜICÁN DE LA SIERRA,BOYACÁ,41.79,5658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,40.0,5665,SAN PEDRO DE URABÁ,ANTIOQUIA,39.39,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA DORADA CALDAS,CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA DORADA,JUZGADO SEGUNDO PROMISCUO DORADA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,54.9,SAN JUAN DE RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,47.06,SAN JUAN NEPOMUCENO,52694,SAN PEDRO DE CARTAGO,NARIÑO,44.9,SAN PEDRO CARTAGO
Juzgado Segundo Promiscuo Municipal de Barbosa Antioquia,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE BARBOSA ANTIOQUIA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE BARBOSA ANTIOQUIA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE BARBOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5665,SAN PEDRO DE URABÁ,ANTIOQUIA,41.5,5686,SANTA ROSA DE OSOS,ANTIOQUIA,41.5,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,40.62,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE BARBOSA ANTIOQUIA,ANTIOQUIA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE BARBOSA,JUZGADO SEGUNDO PROMISCUO BARBOSA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,51.14,SAN PEDRO MILAGROS,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,50.91,SANTA BARBARA DE PINTO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,50.0,SAN JUAN DE RIOSECO
Juzgado Segundo Promiscuo Municipal de Campoalegre Huila,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAMPOALEGRE HUILA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAMPOALEGRE HUILA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAMPOALEGRE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66682,SANTA ROSA DE CABAL,RISARALDA,40.58,41132,CAMPOALEGRE,HUILA,40.07,52694,SAN PEDRO DE CARTAGO,NARIÑO,37.14,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAMPOALEGRE HUILA,HUILA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAMPOALEGRE,JUZGADO SEGUNDO PROMISCUO CAMPOALEGRE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,41132,CAMPOALEGRE,HUILA,53.83,CAMPOALEGRE,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,50.0,SAN JUAN DE RIOSECO,66682,SANTA ROSA DE CABAL,RISARALDA,46.43,SANTA ROSA DE CABAL
Juzgado Segundo Promiscuo Municipal de Gigante Huila,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE GIGANTE HUILA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE GIGANTE HUILA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE GIGANTE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15693,SANTA ROSA DE VITERBO,BOYACÁ,38.81,23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,37.68,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,35.82,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE GIGANTE HUILA,HUILA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE GIGANTE,JUZGADO SEGUNDO PROMISCUO GIGANTE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,53.85,SAN JUAN DE RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,46.15,SAN JUAN NEPOMUCENO,52694,SAN PEDRO DE CARTAGO,NARIÑO,44.0,SAN PEDRO CARTAGO
Juzgado Tercero Civil Municipal de Fusagasugá Cundinamarca,JUZGADO TERCERO CIVIL MUNICIPAL DE FUSAGASUGA CUNDINAMARCA,JUZGADO TERCERO CIVIL MUNICIPAL DE FUSAGASUGA CUNDINAMARCA,JUZGADO TERCERO CIVIL MUNICIPAL DE FUSAGASUGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25290,FUSAGASUGÁ,CUNDINAMARCA,40.36,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,38.24,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,37.5,JUZGADO TERCERO CIVIL MUNICIPAL DE FUSAGASUGA CUNDINAMARCA,CUNDINAMARCA,JUZGADO TERCERO CIVIL MUNICIPAL DE FUSAGASUGA,JUZGADO TERCERO CIVIL FUSAGASUGA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25290,FUSAGASUGÁ,CUNDINAMARCA,55.62,FUSAGASUGA,25001,AGUA DE DIOS,CUNDINAMARCA,44.36,AGUA DE DIOS,23189,CIÉNAGA DE ORO,CÓRDOBA,43.48,CIENAGA DE ORO
Juzgado Tercero Civil Municipal de Soacha Cundinamarca,JUZGADO TERCERO CIVIL MUNICIPAL DE SOACHA CUNDINAMARCA,JUZGADO TERCERO CIVIL MUNICIPAL DE SOACHA CUNDINAMARCA,JUZGADO TERCERO CIVIL MUNICIPAL DE SOACHA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,40.62,8372,JUAN DE ACOSTA,ATLÁNTICO,40.0,13300,HATILLO DE LOBA,BOLÍVAR,39.29,JUZGADO TERCERO CIVIL MUNICIPAL DE SOACHA CUNDINAMARCA,CUNDINAMARCA,JUZGADO TERCERO CIVIL MUNICIPAL DE SOACHA,JUZGADO TERCERO CIVIL SOACHA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,15693,SANTA ROSA DE VITERBO,BOYACÁ,44.9,SANTA ROSA DE VITERBO,68524,PALMAS DEL SOCORRO,SANTANDER,43.48,PALMAS DEL SOCORRO,23189,CIÉNAGA DE ORO,CÓRDOBA,42.86,CIENAGA DE ORO
Juzgado Único Promiscuo Municipal Rivera Huila,JUZGADO UNICO PROMISCUO MUNICIPAL RIVERA HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL RIVERA HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL RIVERA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,99524,LA PRIMAVERA,VICHADA,38.46,27810,UNIÓN PANAMERICANA,CHOCÓ,37.93,41676,SANTA MARÍA,HUILA,35.37,JUZGADO UNICO PROMISCUO MUNICIPAL RIVERA HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL RIVERA,JUZGADO UNICO PROMISCUO RIVERA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,52.17,SAN JUAN RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,48.98,SAN JUAN NEPOMUCENO,27450,MEDIO SAN JUAN,CHOCÓ,45.45,MEDIO SAN JUAN
Juzgado Único Promiscuo Municipal Tello Huila,JUZGADO UNICO PROMISCUO MUNICIPAL TELLO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL TELLO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL TELLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,85125,HATO COROZAL,CASANARE,35.29,27810,UNIÓN PANAMERICANA,CHOCÓ,35.09,13620,SAN CRISTÓBAL,BOLÍVAR,34.62,JUZGADO UNICO PROMISCUO MUNICIPAL TELLO HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL TELLO,JUZGADO UNICO PROMISCUO TELLO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,50.0,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.89,SAN JUAN RIOSECO,52001,PASTO,NARIÑO,46.51,SAN JUAN PASTO
Juzgado Único Promiscuo Municipal de El Pital Huila,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL PITAL HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL PITAL HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL PITAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,40.0,15676,SAN MIGUEL DE SEMA,BOYACÁ,38.1,70702,SAN JUAN DE BETULIA,SUCRE,37.5,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL PITAL HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL PITAL,JUZGADO UNICO PROMISCUO PITAL,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.89,SAN JUAN RIOSECO,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,48.89,LITORAL SAN JUAN,52001,PASTO,NARIÑO,46.51,SAN JUAN PASTO
Juzgado Único Promiscuo Municipal de Guadalupe Huila,JUZGADO UNICO PROMISCUO MUNICIPAL DE GUADALUPE HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE GUADALUPE HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE GUADALUPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5665,SAN PEDRO DE URABÁ,ANTIOQUIA,40.62,66682,SANTA ROSA DE CABAL,RISARALDA,40.0,41319,GUADALUPE,HUILA,36.73,JUZGADO UNICO PROMISCUO MUNICIPAL DE GUADALUPE HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE GUADALUPE,JUZGADO UNICO PROMISCUO GUADALUPE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,53.85,SAN JUAN DE RIOSECO,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,44.0,SAN JOSE GUAVIARE,15667,SAN LUIS DE GACENO,BOYACÁ,43.14,SAN LUIS DE GACENO
